Title,Artist,Album,Track,Year,Length,Size,Last Modified,Path,Filename,Genre
The Putrefying Road in the Nineteenth Extremity (...Somewhere inside the Bowels of Endlessness...),Demilich,Nespithe,5,1993,160,4.51 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,05 The Putrefying Road in the Nineteenth Extremity (...Somewhere inside the Bowels of Endlessness...).mp3,Metal
And You'll Remain... (in Pieces in Nothingness),Demilich,Nespithe,7,1993,192,5.40 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,07 And You'll Remain... (in Pieces in Nothingness).mp3,Metal
Erecshyrinol,Demilich,Nespithe,8,1993,197,5.47 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,08 Erecshyrinol.mp3,Metal
The Planet that Once Used to Absorb Flesh in Order to Achieve Divinity and Immortality (Suffocated to the Flesh that it Desired...),Demilich,Nespithe,9,1993,198,5.49 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,09 The Planet that Once Used to Absorb Flesh in Order to Achieve Divinity and Immortality (Suffocated to the Flesh that it Desired...).mp3,Metal
Inherited Bowel Levitation - Reduced Without Any Effort,Demilich,Nespithe,3,1993,203,6.04 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,03 Inherited Bowel Levitation - Reduced Without Any Effort.mp3,Metal
The Sixteenth Six-Tooth Son of Fourteen Four-Regional Dimensions (Still Unnamed),Demilich,Nespithe,2,1993,210,5.90 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,02 The Sixteenth Six-Tooth Son of Fourteen Four-Regional Dimensions (Still Unnamed).mp3,Metal
When the Sun Drank the Weight of Water,Demilich,Nespithe,1,1993,223,6.37 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,01 When the Sun Drank the Weight of Water.mp3,Metal
The Cry,Demilich,Nespithe,10,1993,223,6.28 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,10 The Cry.mp3,Metal
Raped Embalmed Beauty Sleep,Demilich,Nespithe,11,1993,223,6.38 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,11 Raped Embalmed Beauty Sleep.mp3,Metal
(Within) The Chamber of Whispering Eyes,Demilich,Nespithe,6,1993,253,7.03 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,06 (Within) The Chamber of Whispering Eyes.mp3,Metal
The Echo (Replacement),Demilich,Nespithe,4,1993,267,7.49 MB,4/1/2011,D:\Music Library\Music\Demilich\Nespithe\,04 The Echo (Replacement).mp3,Metal
Soon to Be Dead,Dismember,Like an Ever Flowing Stream,2,1991,115,2.65 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,02 Soon to Be Dead.mp3,Metal
Skin Her Alive,Dismember,Like an Ever Flowing Stream,6,1991,135,3.11 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,06 Skin Her Alive.mp3,Metal
And So Is Life,Dismember,Like an Ever Flowing Stream,4,1991,191,4.38 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,04 And So Is Life.mp3,Metal
Bleed for Me,Dismember,Like an Ever Flowing Stream,3,1991,201,4.62 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,03 Bleed for Me.mp3,Metal
Sickening Art,Dismember,Like an Ever Flowing Stream,7,1991,236,5.41 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,07 Sickening Art.mp3,Metal
Defective Decay,Dismember,Like an Ever Flowing Stream,10,1991,244,5.60 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,10 Defective Decay.mp3,Metal
Deathevocation,Dismember,Like an Ever Flowing Stream,9,1991,287,6.59 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,09 Deathevocation.mp3,Metal
Override of the Overture,Dismember,Like an Ever Flowing Stream,1,1991,316,7.25 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,01 Override of the Overture.mp3,Metal
In Death's Sleep,Dismember,Like an Ever Flowing Stream,8,1991,321,7.37 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,08 In Death's Sleep.mp3,Metal
Dismembered,Dismember,Like an Ever Flowing Stream,5,1991,354,8.12 MB,4/1/2011,D:\Music Library\Music\Dismember\Like an Everflowing Stream\,05 Dismembered.mp3,Metal
No Dreams Breed in Breathless Sleep,Dissection,Storm of the Light's Bane,8,1995,86,2.33 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,08 No Dreams Breed in Breathless Sleep.mp3,Metal
At the Fathomless Depths,Dissection,Storm of the Light's Bane,1,1995,116,3.13 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,01 At the Fathomless Depths.mp3,Metal
Retribution - Storm of the Light's Bane,Dissection,Storm of the Light's Bane,5,1995,290,7.78 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,05 Retribution - Storm of the Light's Bane.mp3,Metal
Where Dead Angels Lie,Dissection,Storm of the Light's Bane,4,1995,352,9.41 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,04 Where Dead Angels Lie.mp3,Metal
Night's Blood,Dissection,Storm of the Light's Bane,2,1995,400,10.72 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,02 Night's Blood.mp3,Metal
Soulreaper,Dissection,Storm of the Light's Bane,7,1995,416,11.14 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,07 Soulreaper.mp3,Metal
Unhallowed,Dissection,Storm of the Light's Bane,3,1995,449,12.00 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,03 Unhallowed.mp3,Metal
Thorns of Crimson Death,Dissection,Storm of the Light's Bane,6,1995,487,13.03 MB,4/1/2011,D:\Music Library\Music\Dissection\Storm of the Light's Bane\,06 Thorns of Crimson Death.mp3,Metal
Son of Nothing,Electric Wizard,Come My Fanatics....,5,1997,392,45.96 MB,4/1/2011,D:\Music Library\Music (FLAC)\Electric Wizard\Come My Fanatics\,05 Son of Nothing.flac,Metal
Solarian 13,Electric Wizard,Come My Fanatics....,6,1997,480,50.78 MB,4/1/2011,D:\Music Library\Music (FLAC)\Electric Wizard\Come My Fanatics\,06 Solarian 13.flac,Metal
Wizard in Black,Electric Wizard,Come My Fanatics....,2,1997,483,56.76 MB,4/1/2011,D:\Music Library\Music (FLAC)\Electric Wizard\Come My Fanatics\,02 Wizard in Black.flac,Metal
Ivixor B/Phase Inducer,Electric Wizard,Come My Fanatics....,4,1997,525,42.38 MB,4/1/2011,D:\Music Library\Music (FLAC)\Electric Wizard\Come My Fanatics\,04 Ivixor B-Phase Inducer.flac,Metal
Doom - Mantia,Electric Wizard,Come My Fanatics....,3,1997,533,59.39 MB,4/1/2011,D:\Music Library\Music (FLAC)\Electric Wizard\Come My Fanatics\,03 Doom - Mantia.flac,Metal
Return Trip,Electric Wizard,Come My Fanatics....,1,1997,602,70.64 MB,4/1/2011,D:\Music Library\Music (FLAC)\Electric Wizard\Come My Fanatics\,01 Return Trip.flac,Metal
Gypsy,Emperor,In the Nightside Eclipse,10,1994,176,21.31 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,10 Gypsy.flac,Metal
Inno a Satana,Emperor,In the Nightside Eclipse,8,1994,289,37.50 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,08 Inno a Satana.flac,Metal
The Majesty of the Nightsky,Emperor,In the Nightside Eclipse,6,1994,293,36.46 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,06 The Majesty of the Nightsky.flac,Metal
The Burning Shadows of Silence,Emperor,In the Nightside Eclipse,2,1994,335,42.86 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,02 The Burning Shadows of Silence.flac,Metal
Towards the Pantheon,Emperor,In the Nightside Eclipse,5,1994,358,45.08 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,05 Towards the Pantheon.flac,Metal
Beyond the Great Vast Forest,Emperor,In the Nightside Eclipse,4,1994,361,46.03 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,04 Beyond the Great Vast Forest.flac,Metal
I Am the Black Wizards,Emperor,In the Nightside Eclipse,7,1994,361,46.09 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,07 I Am the Black Wizards.flac,Metal
Cosmic Keys to My Creation and Times,Emperor,In the Nightside Eclipse,3,1994,366,46.53 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,03 Cosmic Keys to My Creation and Times.flac,Metal
A Fine Day to Die,Emperor,In the Nightside Eclipse,9,1994,509,64.17 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,09 A Fine Day to Die.flac,Metal
Into the Infinity of Thoughts,Emperor,In the Nightside Eclipse,1,1994,546,67.99 MB,4/1/2011,D:\Music Library\Music (FLAC)\Emperor\In the Nightside Eclipse\,01 Into the Infinity of Thoughts.flac,Metal
Allfadr odinn,Enslaved,Hordanes Land,2,1993,467,58.27 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Hordanes Land\,02 Allfadr odinn.flac,Metal
Balfor/Andi fara/Epilog,Enslaved,Hordanes Land,3,1993,591,72.52 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Hordanes Land\,03 Balfor-Andi fara-Epilog.flac,Metal
Slaget i skogen bortenfor/Prologr/Slaget,Enslaved,Hordanes Land,1,1993,789,98.74 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Hordanes Land\,01 Slaget i skogen bortenfor-Prologr-Slaget.flac,Metal
Heimdallr,Enslaved,Vikingligr Veldi,4,1994,374,49.22 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Vikingligr Veldi\,04 Heimdallr.flac,Metal
Vetrarnótt,Enslaved,Vikingligr Veldi,2,1994,656,85.92 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Vikingligr Veldi\,02 Vetrarnótt.flac,Metal
Norwegr,Enslaved,Vikingligr Veldi,5,1994,657,81.43 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Vikingligr Veldi\,05 Norwegr.flac,Metal
Midgards eldar,Enslaved,Vikingligr Veldi,3,1994,675,83.46 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Vikingligr Veldi\,03 Midgards eldar.flac,Metal
Lifandi liv undir hamri,Enslaved,Vikingligr Veldi,1,1994,690,89.18 MB,7/1/2012,D:\Music Library\Music (FLAC)\Enslaved\Vikingligr Veldi\,01 Lifandi liv undir hamri.flac,Metal
Wohlstandsproblematik,Fear Is the Path to the Darkside,Someday This War Is Going to End,2,1999,52,1.20 MB,4/1/2011,D:\Music Library\Music\Fear Is the Path to the Darkside\Someday This War Is Going to End\,02 Wohlstandsproblematik.mp3,Metal
Der Nächste Schub Kommt Bestim,Fear Is the Path to the Darkside,Someday This War Is Going to End,1,1999,61,1.42 MB,4/1/2011,D:\Music Library\Music\Fear Is the Path to the Darkside\Someday This War Is Going to End\,01 Der Nächste Schub Kommt Bestim.mp3,Metal
Soziale Kompetenz: Vier Minus,Fear Is the Path to the Darkside,Someday This War Is Going to End,5,1999,99,2.28 MB,4/1/2011,D:\Music Library\Music\Fear Is the Path to the Darkside\Someday This War Is Going to End\,05 Soziale Kompetenz- Vier Minus.mp3,Metal
Ungeduld,Fear Is the Path to the Darkside,Someday This War Is Going to End,4,1999,128,2.95 MB,4/1/2011,D:\Music Library\Music\Fear Is the Path to the Darkside\Someday This War Is Going to End\,04 Ungeduld.mp3,Metal
Banal,Fear Is the Path to the Darkside,Someday This War Is Going to End,3,1999,137,3.15 MB,4/1/2011,D:\Music Library\Music\Fear Is the Path to the Darkside\Someday This War Is Going to End\,03 Banal.mp3,Metal
Unglaublich Glaubwürdig,Fear Is the Path to the Darkside,Someday This War Is Going to End,6,1999,237,5.44 MB,4/1/2011,D:\Music Library\Music\Fear Is the Path to the Darkside\Someday This War Is Going to End\,06 Unglaublich Glaubwürdig.mp3,Metal
Wound,Godflesh,Streetcleaner,12,1989,187,18.51 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,12 Wound.flac,Metal
Devastator,Godflesh,Streetcleaner,6,1989,201,19.19 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,06 Devastator.flac,Metal
Suction,Godflesh,Streetcleaner,14,1989,202,20.70 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,14 Suction.flac,Metal
Tiny Tears,Godflesh,Streetcleaner,11,1989,204,20.37 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,11 Tiny Tears.flac,Metal
Deadhead,Godflesh,Streetcleaner,13,1989,247,25.46 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,13 Deadhead.flac,Metal
Pulp,Godflesh,Streetcleaner,3,1989,257,26.62 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,03 Pulp.flac,Metal
Like Rats,Godflesh,Streetcleaner,1,1989,268,26.79 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,01 Like Rats.flac,Metal
Locust Furnace,Godflesh,Streetcleaner,10,1989,284,26.48 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,10 Locust Furnace.flac,Metal
Life Is Easy,Godflesh,Streetcleaner,8,1989,289,28.16 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,08 Life Is Easy.flac,Metal
Dream Long Dead,Godflesh,Streetcleaner,4,1989,317,30.39 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,04 Dream Long Dead.flac,Metal
Mighty Trust Crusher,Godflesh,Streetcleaner,7,1989,326,30.93 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,07 Mighty Trust Crusher.flac,Metal
Head Dirt,Godflesh,Streetcleaner,5,1989,369,35.62 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,05 Head Dirt.flac,Metal
Streetcleaner,Godflesh,Streetcleaner,9,1989,403,39.69 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,09 Streetcleaner.flac,Metal
Christbait Rising,Godflesh,Streetcleaner,2,1989,419,45.08 MB,4/1/2011,D:\Music Library\Music (FLAC)\Godflesh\Streetcleaner\,02 Christbait Rising.flac,Metal
Thirst for Power,Gorod,Leading Vision,2,2006,189,23.00 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,02 Thirst for Power.flac,Metal
Eternal Messiah,Gorod,Leading Vision,8,2006,193,23.95 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,08 Eternal Messiah.flac,Metal
Chronicle from the Stone Age,Gorod,Leading Vision,4,2006,199,24.44 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,04 Chronicle from the Stone Age.flac,Metal
Obsequium Minaris,Gorod,Leading Vision,9,2006,234,28.06 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,09 Obsequium Minaris.flac,Metal
State of Secret,Gorod,Leading Vision,7,2006,264,32.51 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,07 State of Secret.flac,Metal
Here Die Your Gods,Gorod,Leading Vision,1,2006,275,34.61 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,01 Here Die Your Gods.flac,Metal
Life Controller,Gorod,Leading Vision,5,2006,284,34.57 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,05 Life Controller.flac,Metal
Blackout,Gorod,Leading Vision,3,2006,287,35.34 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,03 Blackout.flac,Metal
Hidden Genocide,Gorod,Leading Vision,10,2006,320,36.40 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,10 Hidden Genocide.flac,Metal
Edaenia 2312,Gorod,Leading Vision,6,2006,328,37.36 MB,12/29/2012,D:\Music Library\Music (FLAC)\Gorod\Leading Vision\,06 Edaenia 2312.flac,Metal
Thorazine,High on Fire,Death Is This Communion,6,2007,84,2.53 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,06 Thorazine.mp3,Metal
Khanrad's Wall,High on Fire,Death Is This Communion,4,2007,147,4.88 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,04 Khanrad's Wall.mp3,Metal
Rumors of War,High on Fire,Death Is This Communion,7,2007,171,5.30 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,07 Rumors of War.mp3,Metal
DII,High on Fire,Death Is This Communion,8,2007,225,7.42 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,08 DII.mp3,Metal
Turk,High on Fire,Death Is This Communion,5,2007,303,10.34 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,05 Turk.mp3,Metal
Wasete of Tiamat,High on Fire,Death Is This Communion,2,2007,343,11.73 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,02 Wasete of Tiamat.mp3,Metal
Fury Whip,High on Fire,Death Is This Communion,1,2007,374,12.38 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,01 Fury Whip.mp3,Metal
Return to NOD,High on Fire,Death Is This Communion,11,2007,377,11.78 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,11 Return to NOD.mp3,Metal
Ethereal,High on Fire,Death Is This Communion,10,2007,417,12.19 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,10 Ethereal.mp3,Metal
Cyclopian Scape,High on Fire,Death Is This Communion,9,2007,449,14.79 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,09 Cyclopian Scape.mp3,Metal
Death Is This Communion,High on Fire,Death Is This Communion,3,2007,514,16.58 MB,4/1/2011,D:\Music Library\Music (VBR)\High on Fire\Death Is This Communion\,03 Death Is This Communion.mp3,Metal
Solarfall,Immortal,At the Heart of Winter,2,1999,364,5.57 MB,8/30/2011,D:\Music Library\Music\Immortal\At the Heart of Winter\,02 Solarfall.mp3,Metal
Where Dark and Light Don't Differ,Immortal,At the Heart of Winter,4,1999,406,6.21 MB,8/30/2011,D:\Music Library\Music\Immortal\At the Heart of Winter\,04 Where Dark and Light Don't Differ.mp3,Metal
Years of Silent Sorrow,Immortal,At the Heart of Winter,6,1999,474,7.25 MB,8/30/2011,D:\Music Library\Music\Immortal\At the Heart of Winter\,06 Years of Silent Sorrow.mp3,Metal
At the Heart of Winter,Immortal,At the Heart of Winter,5,1999,481,7.36 MB,8/30/2011,D:\Music Library\Music\Immortal\At the Heart of Winter\,05 At the Heart of Winter.mp3,Metal
Withstand the Fall of Time,Immortal,At the Heart of Winter,1,1999,511,7.81 MB,8/30/2011,D:\Music Library\Music\Immortal\At the Heart of Winter\,01 Withstand the Fall of Time.mp3,Metal
Tragedies Blows at Horizon,Immortal,At the Heart of Winter,3,1999,537,8.20 MB,8/30/2011,D:\Music Library\Music\Immortal\At the Heart of Winter\,03 Tragedies Blows at Horizon.mp3,Metal
Wills Dissolve,Isis,Panopticon,4,2004,407,44.10 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,04 Wills Dissolve.flac,Metal
So Did We,Isis,Panopticon,1,2004,451,53.89 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,01 So Did We.flac,Metal
Backlit,Isis,Panopticon,2,2004,463,55.88 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,02 Backlit.flac,Metal
Grinning Mouths,Isis,Panopticon,7,2004,507,60.34 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,07 Grinning Mouths.flac,Metal
In Fiction,Isis,Panopticon,3,2004,539,57.47 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,03 In Fiction.flac,Metal
Syndic Calls,Isis,Panopticon,5,2004,580,64.62 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,05 Syndic Calls.flac,Metal
Altered Course,Isis,Panopticon,6,2004,598,62.79 MB,4/1/2011,D:\Music Library\Music (FLAC)\Isis\Panopticon\,06 Altered Course.flac,Metal
Insomnia for Months,Kylesa,Static Tensions,2,2009,124,15.48 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,02 Insomnia for Months.flac,Metal
Almost Lost,Kylesa,Static Tensions,7,2009,183,22.39 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,07 Almost Lost.flac,Metal
Scapegoat,Kylesa,Static Tensions,1,2009,205,24.99 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,01 Scapegoat.flac,Metal
Perception,Kylesa,Static Tensions,9,2009,223,28.40 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,09 Perception.flac,Metal
Said and Done,Kylesa,Static Tensions,3,2009,250,31.05 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,03 Said and Done.flac,Metal
Nature's Predators,Kylesa,Static Tensions,6,2009,250,31.00 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,06 Nature's Predators.flac,Metal
Unknown Awareness,Kylesa,Static Tensions,4,2009,263,30.20 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,04 Unknown Awareness.flac,Metal
To Walk Alone,Kylesa,Static Tensions,10,2009,263,30.23 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,10 To Walk Alone.flac,Metal
Only One,Kylesa,Static Tensions,8,2009,320,38.40 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,08 Only One.flac,Metal
Running Red,Kylesa,Static Tensions,5,2009,346,38.29 MB,4/1/2011,D:\Music Library\Music (FLAC)\Kylesa\Static Tensions\,05 Running Red.flac,Metal
Shine of Consolation,Lykathea Aflame,Elvenefris,7,2000,219,28.39 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,07 Shine of Consolation.flac,Metal
To Give,Lykathea Aflame,Elvenefris,5,2000,238,30.30 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,05 To Give.flac,Metal
To Become Shelter and Salvation,Lykathea Aflame,Elvenefris,2,2000,275,35.02 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,02 To Become Shelter and Salvation.flac,Metal
Flowering Entities,Lykathea Aflame,Elvenefris,4,2000,345,42.24 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,04 Flowering Entities.flac,Metal
Land Where Sympathy Is Air,Lykathea Aflame,Elvenefris,1,2000,351,45.36 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,01 Land Where Sympathy Is Air.flac,Metal
Bringer of Elvenefris Flame,Lykathea Aflame,Elvenefris,3,2000,359,46.59 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,03 Bringer of Elvenefris Flame.flac,Metal
On the Way Home,Lykathea Aflame,Elvenefris,6,2000,396,50.36 MB,4/1/2011,D:\Music Library\Music (FLAC)\Lykathea Aflame\Elvenefris\,06 On the Way Home.flac,Metal
